"skill_id","user_id","relation_id","skill_name","skill_rate","skill_summery","skill_desc","rec_create","rec_update","skill_status"
28211,87335,79277,"Team Worker","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
14260,40887,36921,"Mac OSX Snow Leopard Server","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
14261,40887,36921,"Windows Server 2008","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
14262,40887,36921,"RM Community Connect 3 ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
14264,40887,36921,"Windows Vista/Windows 7","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
14265,40887,36921,"Fedora ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6886,22455,20316,"Acting","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
55702,163311,148463,"Teaching","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
55703,163311,148463,"Computer Skills","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
57650,169169,153790,"Problem Solving","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72790,210027,191258,"Cleaning","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
61280,179024,162758,"Key Account Management","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6885,22455,20316,"Film Making","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
66994,192847,175475,"Office Skills ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
44520,108575,98609,"Cross functional working","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70627,204579,186256,"fast learner","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
36626,111207,101024,"Supervisory skills","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
36627,111207,101024,"Marketing and Public Relation skills","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
36625,111207,101024,"Organizing and Planning","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
36653,110111,100003,"Written ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70096,202943,184761,"computer literate","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70097,202944,184764,"Managing Health and Safety, First Aid and Defib, Business Planning, Operations and Sales, Managing people change, Facility and building management, P ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56878,165261,150250,"Recruiting Talent","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
55306,162076,147327,"cash handling ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
55305,162076,147327,"inventory managment ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6867,22418,20284,"xml","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
62761,182729,166173,"On-line marketing experience","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72810,210012,191245,"Initiative","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71798,207422,188871,"Cash handling ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
57407,168273,152972,"cash handling","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
57406,168273,152972,"Problem solver","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
73219,211276,192406,"Group Work","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
73216,211276,192406,"Listening ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71020,205455,187067,"Influencing and building rapport","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72920,210460,191647,"polite","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
61785,179702,163388,"Willingness to learn","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
67614,195634,178070,"Sales Management, Negotiation and Closing Deals","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72971,210632,191796,"Studied French","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
61779,179702,163388,"Teamwork","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68013,196685,179006,"Well Mannered","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23125,71931,65194,"Operational Standards","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23123,71931,65194,"Health and Food Safety Knowledge","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23126,71931,65194,"Communication","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
45747,137184,124646,"Support and supervision of junior staff.","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6842,22418,20284,"css style sheets","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6843,22418,20284,"html","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6844,22418,20284,"cpanel server management","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23124,71931,65194,"Operational Knowldege","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23122,71931,65194,"New Store opening","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23121,71931,65194,"Recruting for volume","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23120,71931,65194,"Training and Develpoment","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23119,71931,65194,"Profit and Loss analysis","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6837,18969,17139,"Stock Ordering","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70540,204274,185984,"Order Processing","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6841,22418,20284,"javascript","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6840,22418,20284,"mysql","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6839,22418,20284,"php","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
39060,86228,78248,"Matching invoices","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
36927,112167,101905,"Trained Foot trimming","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
36926,112167,101905,"Qualified Artificial Insemination","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69495,200966,182937,"SDS PAGE (electrophoresis)","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69045,199787,181861,"Critical thinker","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68900,199456,181574,"I am outgoing, keen, motivated and willing to achieve new skills.  ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68897,199492,181599,"level 1 hairdressing","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68898,199492,181599,"level 2 hairdressing","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
77797,134157,121878,"Organisation","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
44497,134157,121878,"Team Work","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
37094,112431,102144,"Sybase","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
37095,112431,102144,"Oracle","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
37093,111773,101542,"Trained for Epos tills","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
119,470,433,"TEAM PLAYER. QUICK THINKER. WILLING TO LEARN.","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69437,200649,182645,"easy going","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
61821,180574,164194,"Customer Quotation","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69744,201876,183775,"Health and Safety","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
61820,180574,164194,"Advertisement / Marketing","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
125,312,287,"look objectivly at problems and work in a logical sequence to find a solution ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
126,312,287,"be able to work on my own initiative or instruct others of tasks that are required in clear concise instructions","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56813,166309,151201,"Sales","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56814,166309,151201,"Team Player","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56815,166309,151201,"Driver","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56812,166309,151201,"Measuring/ Estimating","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69558,201209,183167,"art","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69476,199131,181265,"French Language","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69477,200916,182893,"communication","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69478,200916,182893,"ability to work under pressure","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69479,200916,182893,"confidence ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69480,199480,181586,"Barazilian Jiu Jitsu","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69481,199480,181586,"Cycling","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69482,200908,182886,"hardworking ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69483,200908,182886,"trustworthy","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69484,199480,181586,"Kitesurf","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69485,199480,181586,"Running ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69474,199131,181265,"Food Hygene Level 1 ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
34386,104957,95317,"Works well under Pressure","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
34385,104957,95317,"Can work to targets","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
37375,113455,103054,"Communication","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
153,725,659,"Self-organised","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
154,725,659,"Cleaning","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
155,725,659,"Confidence","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
156,725,659,"Hard working","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
157,725,659,"Cooking","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
37376,113455,103054,"Quick Leaner ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
14268,40887,36921,"Microsoft Office","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
15107,40887,36921,"HTML","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6605,21407,19369,"Loreal colour key and colour change ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
36629,103828,94306,"Organizing and Planning","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6599,21407,19369,"NVQ level 2 Hairdressing","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6600,21407,19369,"NVQ level 3 Hairdressing ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
6603,21407,19369,"Vardering distincton T","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72529,209399,190671,"International Relations Theory","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72530,209399,190671,"Teamwork/ Co-operational skills ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59158,173283,157517,"Computer Skill","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
169,464,427,"Effective Communicator","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
170,464,427,"Negotiation","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
171,464,427,"ICT","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
172,464,427,"Record Keeping","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
173,464,427,"Working Independently","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
174,464,427,"Using Initiative","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
175,464,427,"Working as part of a Team","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
37374,113455,103054,"Computer Skills ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
177,615,563,"higly self motivated","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
46572,125989,114462,"I was recently given the opportunity to run the kitchen at the Kings head inn Salisbury.","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
8051,16336,14766,"initiative","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
14571,44998,40663,"Fundraising","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72726,209874,191121,"Hairdressing","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23063,71710,65001,"5 years experience Hand marshalling rotary winged Aircraft into position both in northern ireland and current operations ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
28907,81677,74030,"Flexibility","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
61437,179398,163116,"conversing and dealing with customers","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
66594,185285,175649,"Team Work","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47379,140804,127952,"Numeracy","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56841,158051,145960,"First Aid trained","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
198,839,768,"Developing a successful team","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
199,839,768,"Planning production to achieve tight deadlines","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
200,839,768,"Mentoring junior members of management team","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
53086,156334,142112,"Responsibilitys","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
62215,175046,159127,"Apility to understand and meet care needs of older people undertaken in a safe professional manner to a high standard","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72804,210035,191264,"CS38 Climb trees and perform aerial rescue","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
33938,103422,93921,"Ability to work shifts, including overtime, statutory holidays ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
39145,114816,104289,"Time Management","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
210,862,788,"Computer literate","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
211,862,788,"Arts ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
212,862,788,"Research and essay writing","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
215,862,788,"Communication","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
7570,20159,18225,"Skilled at summarising and providing information from a variety of sources including proof reading, interviewing and producing documentation","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
217,862,788,"Music","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
218,862,788,"Teaching","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
219,862,788,"Environment ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23092,70599,63982,"Social Interaction and Communication","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23070,70599,63982,"Time Management","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23067,70599,63982,"Pressure Handling","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23068,70599,63982,"Organization","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23054,71710,65001,"Supervision of landing, pick up and set down of underslung loads and personnel with experience on aircraft including Gazelle, Chinook, Sea king, Lynx, and Merlin ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23053,71710,65001,"Ensuring smooth and correct saftey procedures are applied for the movements of both rotary and fixed wing aircraft","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
58086,170398,154896,"Friendly and Professional Customer Service","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
9119,26532,23946,"SSI Rescue Dive Instructor","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69622,201477,183412,"Organisation skills","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
46785,139142,126418,"Coaching qualifications","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23051,71710,65001,"Refuels and defuells on MOD aircraft","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
23052,71710,65001,"Loading and Maintainence of flare systems and other forms of DAS (defensive aid suite)","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
14511,46798,42287,"People Management","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
36708,110406,100441,"Regular research and use of ICT to enhance teaching and learning ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47075,137916,127636,"suspended ceilings","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
22742,70254,63654,"Excellent communication skills","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
28225,87335,79277,"Self-Confident","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
28226,87335,79277,"Willing to learn","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
38246,116048,105409,"Defence Bulk Fuel Vehicle Operator","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72844,210224,191436,"Reliable","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
22750,70254,63654,"Friendly and approachable","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
43881,132221,120120,"Cashier skills","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70353,203785,185525,"cash handling","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70348,203748,185494,"Motivational","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69880,201150,183111,"Computing skills: Microsoft: Word, Excel, PowerPoint, Access, Project, Outlook, Familiar with Microsoft Windows applications and extensive experience in use of the internet and email","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69425,200733,182721,"Gotcha Rescue ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
44884,135077,122709,"Methodical","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
31378,96996,88093,"Office packages","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
63750,185505,168727,"Excellent staff recruitment, supervision and training skills","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
33737,103379,93879,"Helping with the learning resources","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
45422,136295,123820,"COMMUNICATION SKILLS","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
30401,94250,85577,"Record keeping","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
30400,94250,85577,"Teaching","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70988,201590,183515,"Photoshop","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70989,201590,183515,"Meeting deadlines","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69449,198787,181118,"Communication","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69450,198787,181118,"Literacy","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69098,199918,181975,"Team Work (Lead and also Follow)","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
57691,168711,153370,"photography","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
44490,134157,121878,"Computing","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
44491,134157,121878,"Communication","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
44492,134157,121878,"Customer Service","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
44493,134157,121878,"Administration","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
286,1085,989,"Organizational skills","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
287,1085,989,"Team player","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
288,1085,989,"Interpersonal skills","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
289,1085,989,"Researching/Data sourcing","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
290,1085,989,"Data Analysis","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
291,1085,989,"Self disciplined/ Can work autonomously","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
292,1085,989,"Manage client relationships","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
293,1085,989,"Microsoft Word, Excel and Office","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72185,208742,190070,"Organisation Skills","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
296,615,563,"strong communicator","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
297,615,563,"good communicator","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
298,615,563,"team player","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
299,615,563,"innovative","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
7569,20159,18225,"Ability to effectively manage staff including working in challenging circumstances","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
7568,20159,18225,"Experience of working in the public, private and charity sectors","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
7567,20159,18225,"Experience of working with diverse and deprived communities","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
7566,20159,18225,"IT literate ? including working knowledge of MS Word, Excel, Access, other database systems, Internet Explorer, Firefox and some use of QuickBooks, Publisher, Dreamweaver and others","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
7565,20159,18225,"Ability to summarise and interpret contracts, rules and formal procedures for a variety of needs","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
7563,20159,18225,"Excellent analytical and logical reasoning skills","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
7561,664,610,"variety of store running software","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
14928,47891,43276,"DRIVER","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
55712,163311,148463,"Musical Worship Leading","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
7564,20159,18225,"Ability to communicate effectively at all levels including presentations / training","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
7562,20159,18225," Experience of successfully setting up, managing and promoting new projects both independently and as part of a team ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
63280,184183,167509,"Law Study Experience","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72672,209665,190923,"Active Directory and Group Policy\'s","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72660,209675,190934,"CSCS card","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
37489,113783,103344,"Account Management","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
49879,147894,134386,"team player","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
45040,117139,106410,"Manual Handling Assessor Training - 04/05/11","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
45036,117139,106410,"COMPEX Training - 21/06/10 - 25/06/10","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
347,1444,1313,"Food Saftey","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
348,1444,1313,"First Aid","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
349,1444,1313,"Fire Saftey","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
350,1444,1313,"Communication and Record Keeping","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
351,1444,1313,"Confidentiality Awareness","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
352,1444,1313,"Epilepsy Awareness","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
353,1444,1313,"Equility and Diversity","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
354,1444,1313,"Health and Safety","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
355,1444,1313,"Medication Awareness","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
356,1444,1313,"Moving and handling","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
357,1444,1313,"Personal Care","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
358,1444,1313,"Risk assessment Awareness","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
