"id","version","date_created","last_updated","new_skill"
122,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Able to problem solve within my trade"
123,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Able to problem solve within other trades"
124,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","able to supervise and coach others and give feedback where appropriate "
125,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Able to survey and estimate material required"
126,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Able to understand and comply with both verbal and written instruction."
127,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Able to use a Computer"
128,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Able to work in a team environment"
129,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Able to work on own initiative"
130,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Able to work punctually toward a deadline (highly important during my film production module)"
131,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","able to work unsupervised in a busy environment "
132,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Abrasive Wheel Mounting"
133,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","ABRASIVE WHEEL TRAINING"
134,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Absence Management Training"
135,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Abstract Art"
136,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","AC Drives Installations"
137,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","ACCA (PQ)"
138,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accademic writing"
139,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Access"
140,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Access Control "
141,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accomplish profitability"
142,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accomplished Organisational Skills"
143,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Account Management"
144,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accountancy"
145,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accounting / Finance"
146,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accounting computerised/written"
147,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accounting for stocks"
148,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accounting Software such as Sage Line 50, VT Transaction, Perfect Book, IRIS Payroll,"
149,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accredited First Aid in 2008"
150,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accredited Hostage Negotiator"
151,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accuracy"
152,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accurate and Fast data entry and Keyboard skills"
153,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accurate and rapid completion of duties."
154,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accurate IT Skills"
155,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accurate recording skills"
156,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","accurate speed typing"
157,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Accurate touch typist with around 65-70 words per minute"
158,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Achieving and exceeding targets"
159,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","achiveing results"
160,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","ACS - Accreditaion Natural Gas "
161,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Acting"
162,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Action orientated - rises to the challenge"
163,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Action Planning"
164,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Active"
165,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Active  and Reflective Listening"
166,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Active and dynamic approach to work and getting things done"
167,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Active Directory"
168,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Active Directory and Group Policy's"
169,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Active learning"
170,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Active Listening and Observation"
171,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","actoring"
172,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Acumalators"
173,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Acurate factual Recordings"
174,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","AD Manager"
175,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Adaptability"
176,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Adaptability - Continues to be effective in situation where responsibilities, tasks, priorities or working environment change on a regular basis "
177,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Adaptability and flexibility to adapt the curriculum plan depending on students' needs."
178,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Adapting lessons to account for Learning Difficulties"
179,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","adaptive and responsive to change"
180,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","ADAS Level 2 Diver"
181,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Adequate pastry skill "
182,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Admin/organisational skills"
183,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Administration of medications"
184,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Administration of sales "
185,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Administration, using computer systems and online resources"
186,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Administrative Skills"
187,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","ADMINISTRATIVE SKILSS FOR SMOOTH RUNNING OF THE WARD"
188,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Admission and simple discaharges, including risk assessments."
189,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","ADO"
190,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Adobe Acrobat Professional"
191,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Adobe After Effects"
192,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Adobe Audition 3 Editing"
193,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Adobe Fireworks"
194,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","adobe illustrator"
195,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","Adobe Illustrator (2D Art Software)"
196,0,"2013-04-29 17:34:16","2013-04-29 17:34:16","adobe in design"
197,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Adobe Lightroom and Photoshop"
198,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Adobe Photoshop"
199,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Adobe Photoshop (2D Art / Photo editing Software)"
200,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Adobe Photoshop (2D Art Software)"
201,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Adobe Premiere"
202,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Adobe Suite"
203,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","ADR certificate categories 2,3,4,5,6,8,9 including tanks. Valid until march 2015"
204,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","ADR Packages and tanks"
205,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","ADR. 1-9 (exclued 7) expiory date 15/04/2015"
206,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","ADSA BS7036 approved technician"
207,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Adult First Resonder Life Support (September 2009) Nottingham Emergency Department"
208,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Adult Training"
209,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advance Life Support "
210,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Adobe Photoshop CS5"
211,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced audio editing and sequencing"
212,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Bushcraft Award"
213,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Clinical and Specialist Palliative Care skills and knowledge."
214,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced communication skills"
215,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Communication Skills (written "
216,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Database Input"
217,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Driving"
218,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Driving Licence"
219,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Excel"
220,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Excel (VBA)"
221,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Excel Spreadsheets, Pivot Tables, Macros : MS Excel 7.0, 7.1"
222,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Food hygiene"
223,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced Negotition Skills"
224,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advanced SQL Course (Iris Legal)"
225,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advertisement / Marketing"
226,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advise and Educate patients of lenses and availability"
227,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Advocacy"
228,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Aer Lingus (Astral) Reservations System"
229,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Aerodrome Management (CAP168 compliant)"
230,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Aeronautical Meteorological Observing course"
231,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Air conditioning repairs and maintenance "
232,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Airborne electrical systems maintenance"
233,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Aircraft Dispatch"
234,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Airfield Awareness"
235,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Airfield Driving"
236,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Airwave radio trained"
237,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Airway Care including simple adjuncts"
238,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","AJAX"
239,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Alarm System Installation "
240,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","alcohol support worker(unpaid)"
241,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Alert Course"
242,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","All Mandatory training up to date including first aid, manual handling and medication."
243,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","All software/websites for  updating property advertising"
244,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","all-terrain vechiles"
245,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Also being trained as a motability specialist, allows me the confidence to deal with a larger customer base. I am always open to new training and welcome anything that will allow my skill set to develop further."
246,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","ALSO IM EAGER TO HELP OTHERS"
247,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Always committed to giving nothing less than 100% customer service."
248,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Always eager to learn more"
249,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Always looking for improvement"
250,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Amadeus Reservations System"
251,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Ambitious "
252,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","American Airlines (Sabre) Reservations System"
253,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","An adaptable worker flexible to the demands of the task at hand."
254,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","an awareness of safety and hygeine"
255,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","An eye for detail and the ability to drive consistent standards"
256,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","An understanding of curriculum and module design  "
257,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Anaesthetic Practitioner "
258,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Analyse Profit And Loss Accounts"
259,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Analysing"
260,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","analysing and investigating"
261,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Analytical"
262,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Analytical Problem Solving"
263,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Analytical Skills"
264,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Analytical/Diagnostic"
265,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Analytical/Research Skills"
266,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Ancient History/Classics"
267,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Android platform"
268,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Android, OSGi"
269,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Animal care:feeding, grooming, cleaning, walking and some skills with medication giving."
270,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Annual bedding schemes"
271,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Answering phone calls in a polite manner"
272,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Anti Virus Solutions"
273,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Anti-Oppressive/ Anti- Discriminatory"
274,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Anti-Social Behaviour knowledge"
275,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Anticipating people's needs and reactions"
276,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","ANTT wound dressings including VAC dressings."
277,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","AOD(PO) Points Operator"
278,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","AP"
279,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Apache"
280,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Apility to understand and meet care needs of older people undertaken in a safe professional manner to a high standard"
281,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Apple Compressor "
282,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Apple iOS platform"
283,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Apple Mac Maintenance and Troublesooting"
284,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Apple Motion"
285,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Application and removal of Balmain  System Volume Extensions"
286,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Application of numbers key skills"
287,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Application of the Nano Keratine Treatment"
288,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Application support for inhouse and vendor applications"
289,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Applying Decisions"
290,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Appraisal and staff development"
291,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Appraisal Interviewing"
292,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Appreciation for Retail layout(s) "
293,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Apprentice trained mechanical engineer"
294,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Apprenticeship in Carry and Deliver Goods "
295,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Approach customers with confidence "
296,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Approachable and able to listen"
297,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Approachable and Empathetic"
298,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Approachable and open minded"
299,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","arabic"
300,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","Arbitration and other dispute resolution procedures"
301,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","ARC basic welding"
302,0,"2013-04-29 17:34:17","2013-04-29 17:34:17","ARC WELDER"
